Time,Fp1,Fp2,F3,F4,C3,C4,O1,O2
0.0,0.018527618202675244,0.022428598694201097,0.10609063817019122,-0.010090092108867414,-0.16071952567450826,-0.056853414548387396,-0.015166387295579934,0.02863955173153847
0.00390625,0.5121761119426785,0.6175136508113821,0.6117428855102096,0.24636033545546074,0.44300819525801227,0.5378969106645178,0.2857725687947943,0.43965983120444607
0.0078125,0.9478566101252929,0.8793383531241536,0.8371361093606918,0.8811832906203285,0.7496692886366811,0.873628671972078,0.8397577140859468,0.9700810020035487
0.01171875,1.2327619955955373,1.2886210279303416,1.0951099311902308,1.271225735127846,1.274285604506929,1.3412644392036914,1.106236844998152,1.29570946005009
0.015625,1.382117620283514,1.485664365175752,1.4433672601684795,1.662520658809884,1.4146352748286541,1.083943889861224,1.273043651359614,1.5210899445243877
0.01953125,1.4176720852915734,1.482263578446951,1.6099702191027145,1.4516922865249757,1.446007550268437,1.4520117908367691,1.7245510314145278,1.640431688063932
0.0234375,1.4741250898518374,1.4764551609361405,1.4997880817163045,1.2679136914460576,1.695973940019863,1.4875725309775476,1.443451398005658,1.4397430676626328
0.02734375,1.3254392855556991,1.4647143390358657,1.4474390061075642,1.1708880857546173,1.4214528313658032,1.4223548498946774,1.2337223634660748,1.2136839448869745
0.03125,1.012007828469973,1.0761315541045489,1.4424057970609567,1.1009184838613768,1.1442473629177405,1.244188624057013,1.1351049696541642,1.2017512806254511
0.03515625,0.8333034419783711,1.0560535362261774,1.0187767962929049,1.0660400498634162,1.0723006496812997,1.0500175536509175,1.0316511099762629,0.9114111264146637
0.0390625,0.7534389230482155,0.8312773456010749,0.914420594440827,0.8046961276057927,0.7312913146702271,0.8380966235593656,0.7771051158741443,0.9784144211331212
0.04296875,0.5292070612397064,0.6365525759930837,0.7461754153552805,0.8154391459114492,0.6357225738870811,0.6377007081078904,0.7804129089976137,0.6564800010301326
0.046875,0.4877526373196974,0.5822763625443506,0.6057307330061662,0.5489113226716086,0.5233462503081542,0.577635663487063,0.640560363332474,0.4967412108034178
0.05078125,0.3959885618791054,0.3151666779666922,0.47288386426262224,0.29436449886664695,0.5331192018014936,0.5743517816464446,0.5197642175364268,0.4835873190287245
0.0546875,0.2857477776006829,0.3394714381378789,0.21301685038494844,0.21952506923451615,0.30744936562235625,0.29224557748636204,0.2748851933078269,0.19895230712357884
0.05859375,-0.14886915970567038,0.15999054497076942,0.11594721368580975,0.2052649564314672,0.20888960821737915,0.14570136606272277,0.21243719157530958,0.2610541878493938
0.0625,-0.01759770343510434,0.0408381953131656,-0.13494036558202416,-0.09256531717564068,-0.1838762754844353,0.08761446243948065,0.07783363219178016,0.13232727816988177
0.06640625,-0.23501232483299866,-0.34356990772902424,-0.32504380997608456,-0.2218522674164714,-0.32351167553435645,-0.21972233994055496,-0.29645131435891553,-0.1416947811670129
0.0703125,-0.49405610305935543,-0.4927679195654156,-0.53329091012273,-0.3105008812754657,-0.3724233918037845,-0.410321242230713,-0.5553429512162715,-0.34053343055925855
0.07421875,-0.791515669281943,-0.7736781652360915,-0.8687257066285617,-0.8594949046205098,-0.8103953125827105,-1.0086303058406432,-0.8179181782367907,-0.8479655060548735
0.078125,-1.1061953152573425,-0.9368045143349617,-0.8155235004776672,-1.029997146473227,-0.9790751105244838,-1.1022427628089801,-0.9352024200299276,-1.0413684748019432
0.08203125,-1.2416420152652914,-1.1494718754282032,-1.0861640218579287,-1.0096701234881722,-1.1773488046503666,-1.2897546534151925,-1.1845921409037117,-1.2367358988247004
0.0859375,-1.1518966549164242,-1.128086738617795,-1.118474169957251,-1.1561844133809007,-1.0443430156998608,-1.0553219786386752,-1.020993201429061,-1.2297947015449595
0.08984375,-1.115683241697023,-0.9604592381265733,-1.090384009830309,-1.2097045552668493,-1.0991088759536416,-0.912491927359571,-0.8422654214180916,-1.1654768625170677
0.09375,-0.836063495128069,-0.6582352190729998,-0.7544265709308213,-0.9750381863217465,-0.9246082388158873,-0.6796028297479728,-0.8172921571782746,-0.6761981845287933
0.09765625,-0.32488830132767,-0.4122060050549394,-0.7218021263487694,-0.3350750898559987,-0.4394552144539484,-0.45499177124553386,-0.3906742867815979,-0.44097740381808087
